ADR;1028052;18/01/2024;2400225;0,00;0,00;
ITM;509;19,407;0,00;509
ITM;508;3,765;0,00;508
ITM;506;15,964;0,00;506
ITM;506;4,237;0,00;506
ITM;505;15,024;0,00;505
ITM;503;10,566;0,00;503
ITM;502;4,713;0,00;502
ITM;501;53,178;0,00;501
ITM;325;2,578;0,00;325
ITM;311;2,005;0,00;311
ITM;361;2,296;0,00;361
ITM;402;7,470;0,00;402
ITM;329;14,500;0,00;329
ITM;322;4,110;0,00;322
ITM;308;4,140;0,00;308
ITM;306;6,920;0,00;306
ITM;305;6,715;0,00;305
ITM;888;3,915;0,00;888
ITM;273;8,000;0,00;273
ITM;269;8,000;0,00;269
ITM;601;2,205;0,00;601
ITM;451;1,200;0,00;451
ITM;624;2,204;0,00;624
ITM;621;2,490;0,00;621
ITM;414;4,028;0,00;414
ITM;410;0,410;0,00;410
ITM;409;2,308;0,00;409
ITM;698;1,572;0,00;698
ITM;632;1,820;0,00;632
ITM;631;4,090;0,00;631
ITM;623;2,497;0,00;623
ITM;622;3,484;0,00;622
ITM;613;2,262;0,00;613
ITM;611;4,949;0,00;611
ITM;610;4,005;0,00;610
ITM;610;4,140;0,00;610
ITM;604;3,070;0,00;604
ITM;602;7,080;0,00;602
ITM;263;1,892;0,00;263
ITM;211;1,000;0,00;211
ITM;207;2,549;0,00;207
ITM;206;1,292;0,00;206
ITM;205;2,217;0,00;205
ITM;204;3,330;0,00;204
ITM;168;3,244;0,00;168
ITM;991;3,000;0,00;991
ITM;167;0,624;0,00;167
ITM;165;7,000;0,00;165
ITM;163;1,000;0,00;163
ITM;162;5,536;0,00;162
ITM;132;1,876;0,00;132
ITM;213;12,000;0,00;213
ITM;214;13,000;0,00;214
ITM;149;4,244;0,00;149
ITM;148;6,222;0,00;148
ITM;138;17,710;0,00;138
ITM;135;4,722;0,00;135
ITM;129;8,000;0,00;129
ITM;127;21,618;0,00;127
ITM;125;10,852;0,00;125
ITM;109;39,964;0,00;109
ITM;124;2,012;0,00;124
ITM;124;1,600;0,00;124
ITM;111;6,222;0,00;111
ITM;110;1,362;0,00;110
